        IDX   DRAMBwWrite   DRAMBwWriteCC    Isolation       
       4443         41017            8400         2936
       4444         32807            6959         2843
       4445         31745            7205         2865
       4446         28461            6907         2857
       4447         29985            7894         2858
       4448         27848            8389         3633
       4449         35923            8028         3166
       4450         31244            7637         2836
       4451         26271            9674         4240
       4452         33368           10129         2825
       4453         32036            7808         2942
       4454         34465            7422         2991
       4455         30137            7061         2940
       4456         39361            8191         2882
       4457         40706           10290         3104
       4458         37377            8146         2833
       4459         33793            9305         3040
       4460         32103            9941         2990
       4461         33677            9764         2854
       4462         33697           14621         2895
       4463         32209            9195         2833
       4464         26291            7333         2870
       4465         33068            9442         3793
       4466         30087            8524         3282
       4467         33357            7588         2820
       4468         30513            8709         3124
       4469         35536            9049         2829
       4470         32289           10984         2877
       4471         29610           11816         2873
       4472         29571           10539         2864
       4473         29756           10700         2882
       4474         28525            8708         2891
       4475         30605           11284         2832
       4476         35095            7427         2865
       4477         35603            9525         2923
       4478         37010            8403         3035
       4479         33578            8471         2963
       4480         31503            6820         2847
       4481         26695            7829         3030
       4482         38885            7904         2875
       4483         29226            7482         3058
       4484         27387           10180         2847
       4485         29044            8838         2837
       4486         28105            7128         2855
       4487         31788            8256         2847
       4488         26485            9865         2852
       4489         33196           11510         2808
       4490         32200            7386         2861
       4491         35857            7644         3482
       4492         36458            7780         2904
       4493         33466            7691         2859
       4494         29986            8063         2828
       4495         29695            8695         2855
       4496         28275            7090         2874
       4497         30310            7310         2974
       4498         30815            9017         3915
       4499         31118            8046         2818
       4500         32177            9962         3373
       4501         31540            9208         2874
       4502         39637            7577         2907
       4503         29384            6821         3472
       4504         33120            6897         2827
       4505         35226            7525         3455
       4506         34044            8003         2861
       4507         34736            8622         2841
       4508         29081            9066         2958
       4509         34319           10540         2927
       4510         33126            9382         2845
       4511         32294            9941         2845
       4512         47668            9552         2923
       4513         29834            7840         3039
       4514         29810            9049         2835
       4515         33155            8972         3450
       4516         33072            7348         2825
       4517         29815            7207         2848
       4518         30746            9400         2894
       4519         30186            9008         2945
       4520         33036            7931         2922
       4521         27944            8154         2901
       4522         27419            8011         2810
       4523         41006            9702         2859
       4524         30667            9789         3013
       4525         34404            7431         2897
       4526         27346            6999         2978
       4527         37736           10769         2911
       4528         32256            9067         2941
       4529         31998           11037         2937
       4530         30055            7910         2857
       4531         43468            9859         2868
       4532         28521            8965         2896
       4533         33956            7471         2853
       4534         43165            7702         2958
       4535         29677            6804         2846
       4536         32699            8158         2832
       4537         35294            8196         2889
       4538         30391            8034         3068
       4539         33066            9622         2955
       4540         33836            8796         2919
       4541         32338            9250         2855
       4542         42599           10162         2820
       4543         36551            6977         2871
       4544         31959            7524         2803
       4545         31193            7113         2967
       4546         31201           10207         2924
       4547         37900            9556         2857
       4548         31067            7739         2816
       4549         43078            7256         2953
       4550         35562            8492         2858
       4551         33279            8833         2808
       4552         36190            7719         2928
       4553         33453            7636         3110
       4554         29479            7778         3001
       4555         32085            8092         3025
       4556         32237            7789         2849
       4557         29038           10512         2894
       4558         31379            7273         2802
       4559         44469            7213         2853
       4560         34821            7323         2884
       4561         29676            7248         2866
       4562         29082            7140         3184
       4563         31552            8207         2891
       4564         27430            7179         2869
       4565         45760            9793         3875
       4566         32890            9711         2850
       4567         31617            7762         2953
       4568         34549            8300         2855
       4569         30704            9898         2814
       4570         30717            8850         2843
       4571         40132            8088         2813
       4572         34134            8746         2835
       4573         29869            7708         2932
       4574         30230            8317         2895
       4575         38408            6849         3069
       4576         33271            7355         2853
       4577         37203            8678         2900
       4578         32408           14083         2863
       4579         30107            9238         2906
       4580         34880            6642         2878
       4581         35795            8002         2850
       4582         30642           10160         2897
       4583         34802            6908         2870
       4584         30760            8631         3450
       4585         31360            6793         2875
       4586         32017            8481         3238
       4587         29861            7610         2799
       4588         31660           11102         3035
       4589         38211           10420         3006
       4590         35626           10368         2891
       4591         36384            8952         2865
       4592         36385            7505         2917
       4593         26299           12470         2851
       4594         32385           11184         3123
       4595         27360           10096         2965
       4596         27688            9476         2998
       4597         38049            9864         3002
       4598         37065            8939         3070
       4599         32743            7582         2840
       4600         27001            7405         3259
       4601         40410            7926         2896
       4602         34895            7601         2838
       4603         36122            8035         2923
       4604         29910            8336         2957
       4605         37364            6713         2871
       4606         31741            7539         3035
       4607         33034           10596         2865
       4608         29231            8022         2842
       4609         29830            7977         3584
       4610         34090            7606         2897
       4611         29775            8625         2869
       4612         31985           10538         2852
       4613         34171            7086         2868
       4614         27690            8179         2888
       4615         33793            8490         2839
       4616         50235            7540         2927
       4617         28029            7892         2834
       4618         31706            7610         2834
       4619         34516            9843         2833
       4620         33648           10529         2896
       4621         30333           10288         2944
       4622         37242            7921         2877
       4623         33562            8933         2975
       4624         32750            7700         2903
       4625         31913            8715         2836
       4626         33598           11939         2894
       4627         28238            9904         2846
       4628         29806           11896         2857
       4629         39541            7969         2838
       4630         30889            8369         3161
       4631         32972            9874         2999
       4632         30471            7228         2966
       4633         38945            7371         2905
       4634         27079            7605         2855
       4635         36957            7504         2834
       4636         33828            8301         4050
       4637         26948            9070         2898
       4638         38364           10342         2968
       4639         29616            7452         2884
       4640         36128            8148         2870
       4641         31013            8528         2836
       4642         38264            7415         2943
       4643         27082            7433         3635
       4644         30012            7319         2865
       4645         38284            8458         2967
       4646         37962            8295         2935
       4647         33230            7501         2860
       4648         30530            7989         2850
       4649         37527            8371         3162
       4650         30503            8647         2849
       4651         37872            8403         2959
       4652         30959           10669         2910
       4653         31138            9838         2880
       4654         29343            9291         2889
       4655         30316           11120         3549
       4656         33245            8584         2928
       4657         28606            7713         2937
       4658         34376           12454         2925
       4659         26458           12157         3062
       4660         29687           10232         2900
       4661         29774            7052         2880
       4662         31347            7142         2908
       4663         33338            7800         2922
       4664         32531            7568         2963
       4665         29362           11060         2855
       4666         30675           11394         2842
       4667         33571           10430         3242
       4668         36514            7496         2975
       4669         34758            7608         2863
       4670         34699           10055         2838
       4671         29493            8198         2888
       4672         30751            7654         2884
       4673         33540            9544         2925
       4674         28669            6926         2857
       4675         31648            9215         2878
       4676         38232            8872         2975
       4677         32116            7633         2899
       4678         47856            7948         2915
       4679         27364            9546         2950
       4680         32372            8675         2836
       4681         31579           10215         2858
       4682         30248            8497         2911
       4683         27299            8100         2869
       4684         27969            7827         3694
       4685         29835           10694         3126
       4686         31363           10233         2832
       4687         35904            8037         2987
       4688         55320            7393         2837
       4689         30709            8751         2846
       4690         31184            8212         2871
       4691         26992            7986         2911
       4692         35201            7224         2937
       4693         46698            6858         2881
       4694         31359            9754         2930
       4695         35420            7893         2949
       4696         32034            8904         2904
       4697         32451            6715         2872
       4698         37517            7639         2847
       4699         42628            7623         2858
       4700         38716            9270         2840
       4701         30138           10359         2891
       4702         35246            8712         2811
       4703         30746            6797         4198
       4704         30030            7842         2801
       4705         29206            8338         2848
       4706         33329            8412         2846
       4707         31686            8776         2864
       4708         28917            9581         4010
       4709         28134            7541         2854
       4710         32248            7350         2833
       4711         31278            7609         2842
       4712         31152            7079         2871
       4713         41326            9732         2892
       4714         39164            9728         2895
       4715         30068           14503         2804
       4716         30139            9312         2859
       4717         32664            9508         2973
       4718         36006           10821         2872
       4719         26358            8531         2878
       4720         34734           14079         2988
       4721         33904           13118         2892
       4722         33471           12296         2932
       4723         35488            7073         2914
       4724         31216            7104         2940
       4725         30946           10407         2875
       4726         26744            9317         3079
       4727         30690            8948         2838
       4728         27322            7225         2957
       4729         32198            7807         2847
       4730         33004            7860         2854
       4731         38543            9093         2858
       4732         38230            8052         2850
       4733         31879            7719         3331
       4734         32125            8028         2823
       4735         26569            7282         2878
       4736         26163            7273         2920
       4737         32277           10332         3812
       4738         32700            7476         2941
       4739         37267            9988         2920
       4740         32405            7448         2892
       4741         32850            6958         3880
       4742         32197            9921         2842
       4743         32619            8799         2872
       4744         32066            9008         2858
       4745         30073            8797         2973
       4746         31736           10335         2865
       4747         35742            7573         2868
       4748         35847            7891         2830
       4749         39974            9582         4171
       4750         32493            9333         2880
       4751         32807            9229         2963
       4752         30364           11306         2861
       4753         32713           10084         2845
       4754         31017            7391         2891
       4755         37364            6903         2901
       4756         34818            7662         2845
       4757         34183            9103         2850
       4758         33350            9235         2842
       4759         32800            7184         2918
       4760         42169            7000         2895
       4761         36947            8582         2946
       4762         31363            7612         2844
       4763         34429            7970         2817
       4764         35584           10461         2863
       4765         33401            9979         2853
       4766         32501            9958         2826
       4767         27454            7846         2830
       4768         41919            7632         3697
       4769         33177            7433         3928
       4770         42647           11046         2855
       4771         33852           12502         2861
       4772         38932            9786         2849
       4773         26391            7122         2854
       4774         32719            8102         2905
       4775         34607            9592         3249
       4776         31327            9971         2850
       4777         30047           10252         2843
       4778         26796            9911         2824
       4779         51330            9694         2853
       4780         35438           10422         2865
       4781         32597            9655         2833
       4782         26854            7909         3056
       4783         34564            7546         3269
       4784         32879            9082         2841
       4785         33563            7277         2968
       4786         34902            9371         2836
       4787         32646           10749         2816
       4788         34862            7112         2868
       4789         43136            9092         2829
       4790         29696            8324         3801
       4791         31185            9372         2847
       4792         33614            7462         2802
       4793         31982           10058         2846
       4794         26237           10686         3069
       4795         33693           10064         2859
       4796         31143           10477         3035
       4797         34438           10763         2857
       4798         36973           10270         2857
       4799         30428            8637         2925
       4800         37112            7444         2918
       4801         32708            7867         2823
       4802         29086            9461         3587
       4803         30548            8165         2928
       4804         46646           11347         4019
       4805         30946            7139         2833
       4806         30302            8565         3117
       4807         38337            8226         2878
       4808         32506            8325         2834
       4809         36979            8454         2966
       4810         34485            9753         2893
       4811         34244            9982         2852
       4812         32799           10800         2796
       4813         31058            7426         2877
       4814         38735            9259         2856
       4815         30687            9158         3995
       4816         30080            7538         2878
       4817         33319            7988         2883
       4818         32470           10650         2849
       4819         37365            9703         2892
       4820         33705            8232         3949
       4821         32861            7014         3652
       4822         37943            7195         2864
       4823         36617           10219         3226
       4824         40043            7554         2826
       4825         35610            7618         2792
       4826         30948            7767         3127
       4827         30651           10400         2916
       4828         41050           10628         2930
       4829         32776            9211         3610
       4830         26841            8701         2975
       4831         29909            9296         2970
       4832         26998            8203         2818
       4833         30568            9123         2893
       4834         34413            9379         2925
       4835         29524            7594         2858
       4836         32799            7886         2844
       4837         29478            8415         2911
       4838         31913            9012         2878
       4839         34411           10277         2888
       4840         41466            6625         2844
       4841         30298           10800         4180
       4842         31223           11196         2978
       4843         28077            9426         2897
       4844         30964           11044         2950
       4845         32363            7841         3012
       4846         34379            7906         2844
       4847         31327            6812         2830
       4848         27618            9140         2870
       4849         28876            6987         2838
       4850         31710            9981         2868
       4851         37700            9317         2804
       4852         34208            9500         2920
       4853         34199           15125         3052
       4854         30378           14147         2853
       4855         34211           10988         3454
       4856         29069            7731         2904
       4857         30230            9207         2838
       4858         33373            9234         2986
       4859         36352           10942         2842
       4860         29300           11422         2877
       4861         29297            7888         2877
       4862         27386            9236         2844
       4863         35339            8552         2949
       4864         31723            7715         2836
       4865         37938            7309         2961
       4866         45114            7612         2851
       4867         29442            7314         2845
       4868         29072            6832         3274
       4869         32320            7840         2835
       4870         32996            9263         2834
       4871         27573            7220         3098
       4872         30154            8756         2854
       4873         33693            7346         2895
       4874         32281            9798         2877
       4875         32980            8362         2888
       4876         32647            8150         2850
       4877         36284            9300         2857
       4878         29766            9721         2868
       4879         33200            8413         2871
       4880         28338            7391         2816
       4881         34682            8338         2878
       4882         32611            7431         2925
       4883         37082            9084         2874
       4884         27539            9593         2862
       4885         39122            7725         2883
       4886         27922           10239         2889
       4887         33459            7830         2838
       4888         33001            6894         2935
       4889         44205            7976         2892
       4890         31525            8506         2979
       4891         27377            8161         2863
       4892         33293           10332         2948
       4893         31268            8174         2890
       4894         32963            7002         2814
       4895         33238            8877         2876
       4896         38869            7874         2911
       4897         32911            7885         2992
       4898         33747           10035         2828
       4899         34397            9204         2840
       4900         28724            9492         3008
       4901         35998            6690         3178
       4902         36504            7831         2841
       4903         35826            9828         2874
       4904         30503           10224         2835
       4905         36147            7379         3009
       4906         29215            7966         2909
       4907         29316            9120         2857
       4908         38256            7043         2862
       4909         38837            6746         3333
       4910         30884            8498         3041
       4911         29945            7962         3044
       4912         30621            7475         2880
       4913         32087            9266         2860
       4914         26161            9087         2901
       4915         27816            8114         2901
       4916         36463            7890         2928
       4917         33000           10709         3203
       4918         30936            7695         2875
       4919         26752            7976         2890
       4920         34924            7909         2853
       4921         32307            7730         2932
       4922         35676            7394         2862
       4923         26064            8199         2982
       4924         32527            7194         2983
       4925         36395            8592         3116
       4926         27904            9158         2863
       4927         29264            7964         2932
       4928         31927            7306         2863
       4929         34551            7665         2934
       4930         35704            7589         2880
       4931         27513            9962         2846
       4932         28141            7257         2999
       4933         31699            7529         2849
       4934         26865            8196         2835
       4935         37294            8908         4046
       4936         40163            9456         2830
       4937         28909           10446         2984
       4938         37058            9637         2812
       4939         34226            7333         2861
       4940         44674            7779         2852
       4941         30291            8501         2893
       4942         30420            9895         2867
       4943         30444           10003         2879
       4944         32535            7262         3298
       4945         35936            9728         2846
       4946         30549           11075         3108
       4947         30232            9301         2879
       4948         29337            6270         2869
       4949         35736            7729         2858
       4950         30687            7849         2998
       4951         35635            7870         2864
       4952         26372            9580         2998
       4953         27147            9186         2842
       4954         34138           10260         3004
       4955         33581           10313         2898
       4956         30551            9692         2864
       4957         30669           11594         2903
       4958         36897            8031         3037
       4959         34478            8177         2830
       4960         26711            6726         2910
       4961         29887            9599         2874
       4962         31273           11991         2872
       4963         37351           14332         2854
       4964         31494            9682         2924
       4965         32195            7434         2835
       4966         31566            9276         2847
       4967         31680            9812         3024
       4968         36466            7372         2823
       4969         31993            7236         2844
       4970         47392            9876         2862
       4971         37698            8885         2880
       4972         30505            9648         4090
       4973         40054            9466         2836
       4974         27150            6911         2898
       4975         29803            7578         2858
       4976         31370            8236         3957
       4977         33711            7764         2922
       4978         32295           10024         3113
       4979         39333            8031         3013
       4980         35053            7181         2959
       4981         37015            9199         2955
       4982         29077            8632         2945
       4983         37394           10403         4105
       4984         35921            7237         2840
       4985         26446            7830         2812
       4986         44277            7256         3061
       4987         32332            7162         2820
       4988         29832           10577         2871
       4989         35719           12123         2897
       4990         30486            8285         2841
       4991         34523            8073         2922
       4992         36502           10033         3852
       4993         35274            8336         2836
       4994         36209            7100         3540
       4995         31998            7595         2838
       4996         30152            7161         3208
       4997         28161            9199         2855
       4998         34042            8041         2895
       4999         33102            6996         3054
       5000         33222            7417         2856
       5001         52860            7390         2866
       5002         31935            8111         2868
       5003         36724            7876         2956
       5004         32332            9790         2920
       5005         51307            9071         2862
       5006         30148           10241         2862
       5007         29589           11341         2860
       5008         27636            7798         2821
       5009         35806            6818         2857
       5010         37620            8453         4174
       5011         35298            7695         2846
       5012         39217            7138         3957
       5013         35091            7419         2858
       5014         29768            7163         2900
       5015         26717            7063         2852
       5016         30156           10864         2812
       5017         36283            9983         2847
       5018         34056            8992         2853
       5019         29371            9741         2809
       5020         33918           11884         2864
       5021         36671            8001         3483
       5022         36332            6962         2879
       5023         32893            8988         2960
       5024         30393            8042         2915
       5025         30292           10332         2931
       5026         34189           10502         2919
       5027         29424            7166         2856
       5028         32051            7030         2936
       5029         26700            8808         2857
       5030         29299           13464         2893
       5031         28587            8084         2851
       5032         26334            7784         2870
       5033         35418            7680         3625
       5034         33606            8196         3714
       5035         30863            7979         2872
       5036         30187           10129         3059
       5037         27548            8824         2936
       5038         36901           11559         2829
       5039         30564            9289         2907
       5040         40701            7112         2867
       5041         30655            7054         2833
       5042         35010            8459         3749
       5043         31990            9064         2889
       5044         30115            7307         2908
       5045         32595            8060         2855
       5046         29592            6821         2982
       5047         33491            9358         2831
       5048         34111           12993         2890
       5049         34772            8048         2954
       5050         34474            8974         2844
       5051         35984            8258         2900
       5052         32611            8864         2962
       5053         30415            9475         2847
       5054         30803           11064         2844
       5055         37716            9002         3767
       5056         26591            8991         2865
       5057         31252            7012         2805
       5058         32190           10400         2856
       5059         30626           10761         2829
       5060         28049            9920         2821
       5061         36965           11568         2852
       5062         32279            8725         2889
       5063         35745            9033         3934
       5064         49389            9198         2874
       5065         37621            7400         2827
       5066         26267            7096         3083
       5067         28020           11064         4172
       5068         31716            8075         2842
       5069         31716            6872         2877
       5070         29177            6982         3218
       5071         27118            8680         3091
       5072         37556            7005         3024
       5073         29362           10272         3658
       5074         30115            9710         2810
       5075         29483            8629         2917
       5076         32222            8798         2844
       5077         35079            8889         2873
       5078         35213            7224         2858
       5079         35291            7934         2878
       5080         32220            8255         2834
       5081         36831            9153         3024
       5082         38920           12605         2935
       5083         33713           14677         2987
       5084         30289            7318         2828
       5085         36456            8269         3962
       5086         27707           10459         2923
       5087         27317            9998         3828
       5088         34985            8865         2995
       5089         35910           12242         2823
       5090         28832            8286         2877
       5091         35521            9987         2866
       5092         31058            8045         2953
       5093         35384            8512         2914
       5094         33360           10614         2862
       5095         43686            9725         3083
       5096         26914            7652         2853
       5097         32064            6572         2842
       5098         39285            7394         2913
       5099         49798            7162         2973
       5100         42699            6972         2844
       5101         37267            9840         3801
       5102         32750            8980         2977
       5103         32010           11235         2879
       5104         31108            9850         2844
       5105         33245            7441         2898
       5106         33583            7056         2856
       5107         34929            9780         2823
       5108         30147            7643         2863
       5109         33628            8737         2856
       5110         35662            9509         2886
       5111         33359           12583         3836
       5112         30491            9410         3012
       5113         32567            9344         2835
       5114         31176            7553         2918
       5115         30505           12274         3501
       5116         41138           13156         2935
       5117         33228            8190         2861
       5118         28441            8160         2842
       5119         30773            8916         2838
       5120         32016            7828         3954
       5121         27992            8338         2865
       5122         29887            7046         2826
       5123         31320            7699         2842
       5124         36762           11884         3123
       5125         33871           10586         2932
       5126         38241           10240         2832
       5127         29436            7702         2836
       5128         38945            9592         2832
       5129         34574           10111         3022
       5130         33231            8235         2882
       5131         33408            7544         2909
       5132         29914            7800         3001
       5133         31604           10274         2961
       5134         37942            9039         4052
       5135         30609            7688         2836
       5136         40365            7519         2943
       5137         30220            8336         2899
       5138         26954            9499         2892
       5139         35522            7214         2863
       5140         32924            7520         2847
       5141         30830            7731         2919
       5142         32358            8954         3050
       5143         31897            7897         3639
       5144         27947            7238         2868
       5145         37377           10555         2896
       5146         28416            9959         3007
       5147         34969           10297         2849
       5148         36624            9528         2863
       5149         35488            7491         2882
       5150         34316            8317         2852
       5151         33886            9384         2864
       5152         28611            8422         4265
       5153         35655            7167         2902
       5154         30480            9769         2869
       5155         33778            8081         2824
       5156         32048            7818         2903
       5157         27126           10986         2926
       5158         31319           10783         3176
       5159         32362            9198         2917
       5160         34891            9800         3083
       5161         30783            9669         2817
       5162         32769           10064         2988
       5163         28974            7014         2863
       5164         26981            9120         2853
       5165         29572            8549         2857
       5166         38265            9853         2870
       5167         34624            7469         3036
       5168         31317            9130         2841
       5169         32253            7673         2842
       5170         33171            7959         2868
       5171         34883            7753         3374
       5172         29506            6856         2791
       5173         32235            9856         2900
       5174         37265            9689         2866
       5175         31647           10037         2845
       5176         30681            9924         2879
       5177         26950            9527         3053
       5178         26989            8601         2888
       5179         38768            7090         2819
       5180         32951           11194         2991
       5181         29728            7589         2831
       5182         32694           10219         3772
       5183         30051            7766         2833
       5184         35157            7609         2949
       5185         34485            7207         2858
       5186         33178            9832         2895
       5187         38497            9729         3014
       5188         32166            9170         2882
       5189         36081            6943         2896
       5190         28286           10137         2874
       5191         29113           10781         2816
       5192         31953            7901         2859
       5193         28591            7608         3703
       5194         34905           10483         2833
       5195         31388            9290         2911
       5196         30797            9952         2951
       5197         33907            9497         2831
       5198         37520            7964         2858
       5199         31783            7689         2946
       5200         37280            6537         2850
       5201         43854            7555         2955
       5202         26168            6702         2856
       5203         29130            7727         3006
       5204         29626            6778         2887
       5205         34259            8323         2843
       5206         32146            8078         2857
       5207         29615            7327         3039
       5208         32803            7387         2853
       5209         45720            7312         2872
       5210         29511            7653         4081
       5211         31844            7568         2809
       5212         32019            9805         2981
       5213         31823            7633         2811
       5214         31309            8967         2902
       5215         36366            8866         2835
       5216         33604           10037         3061
       5217         32680           10357         2823
       5218         35617            9422         2817
       5219         34514            7348         2802
       5220         35344            9204         2889
       5221         27590            7247         2861
       5222         28744            7923         2956
       5223         34055            9753         2888
       5224         38666            9632         2881
       5225         30602           11023         3009
       5226         30608            8815         2852
       5227         56610            8234         3241
       5228         31960            8703         2839
       5229         32563            7915         2967
       5230         38635            9590         2822
       5231         33847            7468         2902
       5232         33778            8364         3685
       5233         45588            8336         2854
       5234         30135            9847         2978
       5235         34116            8687         2843
       5236         40797            7450         2918
       5237         38597            9202         2893
       5238         30215            7289         2883
       5239         26513            9301         2976
       5240         37402            8911         2881
       5241         31618            9281         2911
       5242         32655            9281         2963
       5243         29267           10103         2833
       5244         27402            9912         2881
       5245         28689            6804         2849
       5246         31410            9553         3189
       5247         26871           10034         2921
       5248         38523            7012         2846
       5249         28221            8783         2827
       5250         26357           10137         2896
       5251         31575           10293         2923
       5252         31112            8858         2854
       5253         30746            9616         3892
       5254         29730            7287         2964
       5255         32726            8600         2836
       5256         29982            8109         2967
       5257         31504            7772         2880
       5258         38144            6384         2846
       5259         39516            8674         3753
       5260         33243            9400         2866
       5261         30366            7286         2803
